	kieu_dang	hop_so	km_da_di	nhien_lieu	so_cho_ngoi	tinh_trang	xuat_xu	nam_sx	gia	dong_xe	hang
28049	Sedan	Số sàn	300000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	56000000.0	520	Lifan
10319	SUV / Cross over	Tự động	68000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	525000000.0	Xpander	Mitsubishi
40997	SUV / Cross over	Tự động	30000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	590000000.0	Kona	Hyundai
2211	Bán tải / Pickup	Tự động	20000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	530000000.0	Navara	Nissan
25234	Sedan	Tự động	53000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	2149000000.0	Sclass	Mercedes Benz
40345	Van/Minivan	Số sàn	140000	Dầu	9	Đã sử dụng	Nhập khẩu	2007	310000000.0	Starex	Hyundai
5970	SUV / Cross over	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	779000000.0	CX5	Mazda
19854	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Nhập khẩu	2014	2690000000.0	GX	Lexus
10587	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	475000000.0	3	Mazda
38637	Van/Minivan	Tự động	43000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	512000000.0	Xpander	Mitsubishi
8296	SUV / Cross over	Tự động	60000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	445000000.0	Innova	Toyota
33477	Van/Minivan	Số sàn	25	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	665000000.0	Innova	Toyota
25598	Sedan	Tự động	1650	Xăng	5	Đã sử dụng	Nhập khẩu	2020	2590000000.0	A6	Audi
27483	Sedan	Số sàn	7	Xăng	5	Đã sử dụng	Nhập khẩu	2016	228000000.0	Attrage	Mitsubishi
7161	Sedan	Tự động	150000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2001	180000000.0	5	BMW
8141	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	620000000.0	Eclass	Mercedes Benz
18401	SUV / Cross over	Tự động	0	Dầu	7	Mới	Nhập khẩu	2021	880000000.0	MUX	Isuzu
2342	Van/Minivan	Số sàn	110000	Dầu	9	Đã sử dụng	Nhập khẩu	2016	615000000.0	Starex	Hyundai
1771	Sedan	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	4999000000.0	7Series	BMW
36948	Sedan	Tự động	25000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	540000000.0	Cerato	Kia
11974	Sedan	Tự động	36000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	578000000.0	Elantra	Hyundai
9008	Sedan	Tự động	45000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	370000000.0	3	Mazda
24533	Sedan	Số sàn	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2006	245000000.0	Corolla	Toyota
13641	Sedan	Số sàn	65000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	415000000.0	Vios	Toyota
1040	Van/Minivan	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1149000000.0	Sedona	Kia
22379	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Lắp ráp trong nước	2021	850000000.0	Ranger	Ford
13104	SUV / Cross over	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1430000000.0	GLCclass	Mercedes Benz
15506	Sedan	Tự động	23000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	4350000000.0	Sclass	Mercedes Benz
11535	Sedan	Tự động	12000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	520000000.0	City	Honda
4511	Sedan	Tự động	110000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	400000000.0	Vios	Toyota
1409	Truck	Số sàn	280000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2008	174000000.0	K3000S	Kia
39483	Hatchback	Tự động	9999	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	210000000.0	Morning	Kia
34747	SUV / Cross over	Tự động	40369	Xăng	8	Đã sử dụng	Nhập khẩu	2016	2985000000.0	RX	Lexus
29901	SUV / Cross over	Số sàn	123456	Xăng	7	Đã sử dụng	Nhập khẩu	1999	140000000.0	Trooper	Isuzu
18471	Sedan	Tự động	11000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	505000000.0	Camry	Toyota
12418	Sedan	Tự động	55000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	420000000.0	Vios	Toyota
38007	Sedan	Tự động	12345	Xăng	5	Đã sử dụng	Nhập khẩu	2004	96000000.0	Magnus	Daewoo
16481	SUV / Cross over	Tự động	49000	Xăng	7	Đã sử dụng	Nhập khẩu	2017	3100000000.0	XC90	Volvo
37748	SUV / Cross over	Số sàn	56789	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2002	86000000.0	Musso	Ssangyong
38996	SUV / Cross over	Số sàn	90000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2016	655000000.0	Fortuner	Toyota
4493	Bán tải / Pickup	Tự động	40000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	532000000.0	Navara	Nissan
28636	Hatchback	Tự động	89	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	175000000.0	Morning	Kia
32332	SUV / Cross over	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	625000000.0	Kona	Hyundai
11115	SUV / Cross over	Tự động	8000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1775000000.0	GLCclass	Mercedes Benz
2990	Sedan	Tự động	300000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2007	246000000.0	Civic	Honda
22642	SUV / Cross over	Tự động	34000	Xăng	8	Đã sử dụng	Nhập khẩu	2019	950000000.0	Fortuner	Toyota
675	Sedan	Tự động	110000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	345000000.0	3	Mazda
32242	SUV / Cross over	Số sàn	18000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2011	485000000.0	Fortuner	Toyota
27413	Sedan	Tự động	19988	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	535000000.0	Vios	Toyota
19758	Sedan	Tự động	6	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	325000000.0	Avante	Hyundai
4550	Hatchback	Tự động	15000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	495000000.0	Yaris	Toyota
16180	Sedan	Số sàn	6	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	338000000.0	Cruze	Chevrolet
35357	Bán tải / Pickup	Số sàn	140000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	455000000.0	Ranger	Ford
6081	Truck	Số sàn	240000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2010	185000000.0	Frontier	Thaco
16013	Sedan	Tự động	93000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	515000000.0	Cclass	Mercedes Benz
8735	Sedan	Tự động	220000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	365000000.0	Cerato	Kia
9961	Sedan	Tự động	61500	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	365000000.0	Fiesta	Ford
7794	SUV / Cross over	Tự động	280000	Dầu	7	Đã sử dụng	Nhập khẩu	2008	299000000.0	Carens	Kia
12105	SUV / Cross over	Số sàn	180000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2009	240000000.0	Innova	Toyota
28249	SUV / Cross over	Tự động	70000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	760000000.0	SantaFe	Hyundai
27171	Hatchback	Tự động	28000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	315000000.0	Morning	Kia
17013	Bán tải / Pickup	Số sàn	31000	Dầu	5	Đã sử dụng	Nhập khẩu	2017	445000000.0	Dmax	Isuzu
22057	SUV / Cross over	Tự động	140000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	1100000000.0	GLAclass	Mercedes Benz
19502	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	810000000.0	6	Mazda
34490	Sedan	Tự động	75	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	485000000.0	3	Mazda
30541	Hatchback	Số sàn	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	85000000.0	Spark	Chevrolet
38181	Sedan	Tự động	90000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	345000000.0	3	Mazda
33627	SUV / Cross over	Tự động	25000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2018	925000000.0	SantaFe	Hyundai
9890	SUV / Cross over	Tự động	10000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2008	205000000.0	Captiva	Chevrolet
18827	SUV / Cross over	Tự động	0	Xăng	7	Mới	Lắp ráp trong nước	2020	1185000000.0	SantaFe	Hyundai
38849	SUV / Cross over	Tự động	19000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	1539000000.0	GLCclass	Mercedes Benz
32909	Sedan	Số sàn	171000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	260000000.0	CorollaAltis	Toyota
14688	SUV / Cross over	Số sàn	80000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	370000000.0	Tivoli	Ssangyong
782	SUV / Cross over	Tự động	0	Điện	5	Mới	Lắp ráp trong nước	2021	690000000.0	VFe34	VinFast
13612	Sedan	Số sàn	25000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	425000000.0	Vios	Toyota
28787	Sedan	Tự động	21000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	575000000.0	3	Mazda
37195	SUV / Cross over	Tự động	42000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2019	970000000.0	LUX	VinFast
22909	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Nhập khẩu	2021	815000000.0	Navara	Nissan
19469	SUV / Cross over	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1104000000.0	Sorento	Kia
9750	SUV / Cross over	Số sàn	40000	Xăng	7	Đã sử dụng	Nhập khẩu	2020	468000000.0	Xpander	Mitsubishi
20529	Hatchback	Tự động	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	365000000.0	Fiesta	Ford
15390	SUV / Cross over	Số sàn	340000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	615000000.0	LandCruiser	Toyota
20757	SUV / Cross over	Tự động	180000	Xăng	5	Đã sử dụng	Nhập khẩu	2004	520000000.0	RX	Lexus
34904	Hatchback	Số sàn	130000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	130000000.0	Morning	Kia
6666	SUV / Cross over	Tự động	280000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2008	248000000.0	Captiva	Chevrolet
26031	Bán tải / Pickup	Số sàn	135000	Dầu	5	Đã sử dụng	Nhập khẩu	2017	489000000.0	Dmax	Isuzu
28829	Van/Minivan	Tự động	12000	Xăng	7	Đã sử dụng	Nhập khẩu	2020	994000000.0	5008	Peugeot
22863	Bán tải / Pickup	Tự động	24000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	720000000.0	Ranger	Ford
3248	Hatchback	Số sàn	300000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	108000000.0	Morning	Kia
23057	Bán tải / Pickup	Tự động	86000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	699000000.0	Ranger	Ford
41040	Hatchback	Tự động	55000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	329000000.0	Morning	Kia
19600	SUV / Cross over	Tự động	160000	Xăng	4	Đã sử dụng	Nhập khẩu	2014	5500000000.0	RangeRover	LandRover
30289	Sedan	Tự động	25000	Xăng	4	Đã sử dụng	Nhập khẩu	2017	485000000.0	City	Honda
3627	Sedan	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	206000000.0	Lacetti	Daewoo
11601	SUV / Cross over	Tự động	15500	Xăng	8	Đã sử dụng	Nhập khẩu	2017	860000000.0	Fortuner	Toyota
26976	Sedan	Số sàn	2100	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	435000000.0	Vios	Toyota
1642	Hatchback	Số sàn	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	255000000.0	Morning	Kia
18128	Hatchback	Tự động	78000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	320000000.0	Fiesta	Ford
31356	Hatchback	Số sàn	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	195000000.0	Morning	Kia
20203	SUV / Cross over	Tự động	60000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2019	975000000.0	Fortuner	Toyota
35461	Van/Minivan	Tự động	66868	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	629000000.0	CX5	Mazda
15605	SUV / Cross over	Số sàn	8000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2019	629000000.0	Innova	Toyota
23907	Van/Minivan	Số sàn	240000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2011	265000000.0	Transit	Ford
18175	SUV / Cross over	Số sàn	300000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2007	179000000.0	Innova	Toyota
17574	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1845000000.0	Eclass	Mercedes Benz
3704	Sedan	Tự động	140000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	520000000.0	508	Peugeot
38215	SUV / Cross over	Tự động	41000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	650000000.0	CX5	Mazda
17324	Sedan	Tự động	58508	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	490000000.0	3	Mazda
13275	Sedan	Tự động	23000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	1200000000.0	Cclass	Mercedes Benz
31008	Van/Minivan	Số sàn	72000	Xăng	8	Đã sử dụng	Nhập khẩu	2016	469000000.0	Innova	Toyota
12470	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	1049000000.0	CX5	Mazda
11588	Hatchback	Tự động	160000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	265000000.0	I10	Hyundai
21300	SUV / Cross over	Tự động	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	678000000.0	CX5	Mazda
1206	SUV / Cross over	Tự động	50000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	1190000000.0	Q5	Audi
5511	Sedan	Tự động	130000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	450000000.0	3	BMW
35265	SUV / Cross over	Tự động	40000	Xăng	8	Đã sử dụng	Nhập khẩu	2016	3000000000.0	RX	Lexus
28950	Sedan	Tự động	700000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	785000000.0	Accord	Honda
448	Sedan	Số sàn	0	Xăng	5	Mới	Nhập khẩu	2021	375000000.0	Attrage	Mitsubishi
14777	SUV / Cross over	Tự động	0	Dầu	5	Mới	Lắp ráp trong nước	2021	885000000.0	Tucson	Hyundai
29883	SUV / Cross over	Số sàn	16000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	435000000.0	EcoSport	Ford
6076	SUV / Cross over	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	535000000.0	EcoSport	Ford
35375	SUV / Cross over	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	568000000.0	EcoSport	Ford
18394	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	849000000.0	CX30	Mazda
32105	Sedan	Số sàn	196000	Xăng	5	Đã sử dụng	Nhập khẩu	2001	205000000.0	Camry	Toyota
14523	SUV / Cross over	Tự động	85688	Xăng	5	Đã sử dụng	Nhập khẩu	2008	895000000.0	Cayenne	Porsche
39904	SUV / Cross over	Tự động	35000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2019	699000000.0	Outlander	Mitsubishi
5564	Sedan	Số sàn	380000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2003	66000000.0	Spectra	Kia
38079	Sedan	Tự động	99999	Xăng	5	Đã sử dụng	Nhập khẩu	2009	345000000.0	3Series	BMW
1384	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2012	510000000.0	Fortuner	Toyota
2473	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	534000000.0	City	Honda
39200	Hatchback	Số sàn	68000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	205000000.0	Grandi10	Hyundai
41068	SUV / Cross over	Số sàn	79000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	489000000.0	Innova	Toyota
33573	Sedan	Tự động	48000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	970000000.0	3	Mazda
40454	SUV / Cross over	Tự động	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	389000000.0	CRV	Honda
38981	Hatchback	Tự động	8599	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	399000000.0	Grandi10	Hyundai
12896	Sedan	Tự động	99000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	860000000.0	Camry	Toyota
32865	Bán tải / Pickup	Tự động	72000	Dầu	5	Đã sử dụng	Nhập khẩu	2018	600000000.0	Colorado	Chevrolet
2013	Bán tải / Pickup	Tự động	76000	Dầu	5	Đã sử dụng	Nhập khẩu	2016	669000000.0	Ranger	Ford
37499	SUV / Cross over	Số sàn	100000	Xăng	7	Đã sử dụng	Nhập khẩu	2003	90000000.0	Doblo	Fiat
14944	Hatchback	Tự động	160000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	1155000000.0	Cooper	Mini
21754	SUV / Cross over	Tự động	0	Hybrid	5	Mới	Nhập khẩu	2021	4650000000.0	RX	Lexus
20507	Sedan	Tự động	43000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1686000000.0	Eclass	Mercedes Benz
1706	Sedan	Số sàn	80000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	350000000.0	RIO	Kia
11556	SUV / Cross over	Tự động	22000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2020	725000000.0	Outlander	Mitsubishi
7931	Sedan	Tự động	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2013	375000000.0	Vios	Toyota
25528	SUV / Cross over	Tự động	0	Xăng	7	Mới	Lắp ráp trong nước	2021	960000000.0	SantaFe	Hyundai
17162	Sedan	Tự động	156000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	500000000.0	5	BMW
26969	Hatchback	Tự động	11000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	342000000.0	Morning	Kia
28606	Van/Minivan	Tự động	9000	Xăng	7	Đã sử dụng	Nhập khẩu	2020	996000000.0	508	Peugeot
2231	Hatchback	Tự động	30000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	520000000.0	Jazz	Honda
27220	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	668000000.0	Camry	Toyota
21920	SUV / Cross over	Tự động	70000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2014	545000000.0	Fortuner	Toyota
1520	Sedan	Tự động	16000	Xăng	4	Đã sử dụng	Nhập khẩu	2018	6800000000.0	Panamera	Porsche
10465	SUV / Cross over	Tự động	230000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	490000000.0	GLKclass	Mercedes Benz
4849	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2004	150000000.0	Magnus	Daewoo
21813	Sedan	Tự động	260000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	378000000.0	Cclass	Mercedes Benz
19629	Sedan	Số sàn	39000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	365000000.0	Cruze	Chevrolet
37289	Sedan	Tự động	500000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	500000000.0	3	Mazda
5200	Hatchback	Số sàn	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	268000000.0	Morning	Kia
10690	Sedan	Tự động	115000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	335000000.0	Civic	Honda
20523	SUV / Cross over	Tự động	300000	Xăng	5	Đã sử dụng	Nhập khẩu	2007	605000000.0	RX	Lexus
17894	SUV / Cross over	Số sàn	28068	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	388000000.0	Orlando	Chevrolet
15845	Truck	Số sàn	80000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2018	275000000.0	Ollin	Thaco
2556	Van/Minivan	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1449000000.0	Traveller	Peugeot
21608	SUV / Cross over	Tự động	9900	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	1530000000.0	GLCclass	Mercedes Benz
36342	Sedan	Số sàn	60000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	420000000.0	Accent	Hyundai
18889	Sedan	Tự động	87000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	620000000.0	Eclass	Mercedes Benz
11655	Sedan	Tự động	62000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	886000000.0	Cclass	Mercedes Benz
4037	Truck	Số sàn	340000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2005	116000000.0	Porter	Hyundai
34015	Bán tải / Pickup	Tự động	50115	Dầu	5	Đã sử dụng	Nhập khẩu	2016	715000000.0	Ranger	Ford
2710	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	446000000.0	City	Honda
2569	Van/Minivan	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	999000000.0	Sedona	Kia
15530	Sedan	Tự động	75000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2012	470000000.0	Corolla	Toyota
37515	SUV / Cross over	Tự động	13900	Xăng	5	Đã sử dụng	Nhập khẩu	2019	1999999000.0	RangeRoverEvoque	LandRover
17785	Sedan	Số sàn	300000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2007	140000000.0	Gentra	Daewoo
15442	Sedan	Tự động	77000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	935000000.0	Eclass	Mercedes Benz
861	Bán tải / Pickup	Tự động	0	Xăng	5	Mới	Nhập khẩu	2021	4750000000.0	F150	Ford
30318	Hatchback	Số sàn	60000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	275000000.0	Wigo	Toyota
20332	SUV / Cross over	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	570000000.0	CX5	Mazda
1569	Sedan	Tự động	53000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	530000000.0	3	Mazda
37677	Hatchback	Tự động	75000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	347000000.0	Swift	Suzuki
27149	Hatchback	Số sàn	14	Xăng	5	Đã sử dụng	Nhập khẩu	2014	250000000.0	Grandi10	Hyundai
451	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	699000000.0	Corolla	Toyota
1646	Hatchback	Số sàn	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	115000000.0	Morning	Kia
21035	Sedan	Tự động	90000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	635000000.0	Camry	Toyota
14317	Hatchback	Tự động	26000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	338000000.0	Morning	Kia
36847	Sedan	Tự động	25000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	375000000.0	Grandi10	Hyundai
6669	Sedan	Số sàn	340000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2005	138000000.0	Lacetti	Daewoo
6342	Hatchback	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	325000000.0	Morning	Kia
18542	Sedan	Tự động	4000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	720000000.0	3	Mazda
38239	Van/Minivan	Số sàn	43000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	455000000.0	Innova	Toyota
4453	Sedan	Tự động	89000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	1365000000.0	LS	Lexus
24910	Sedan	Tự động	28000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	835000000.0	Camry	Toyota
4689	Bán tải / Pickup	Số sàn	220000	Dầu	5	Đã sử dụng	Nhập khẩu	2011	340000000.0	Hilux	Toyota
37379	SUV / Cross over	Tự động	12000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	850000000.0	CorollaCross	Toyota
19043	SUV / Cross over	Số sàn	170000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2008	275000000.0	Innova	Toyota
25805	SUV / Cross over	Tự động	32000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	550000000.0	Vitara	Suzuki
34143	Sedan	Tự động	33333	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	348000000.0	Grandi10	Hyundai
15802	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	416000000.0	Soluto	Kia
20717	Truck	Số sàn	0	Dầu	3	Mới	Lắp ráp trong nước	2021	786000000.0	Mighty	Hyundai
4864	Hatchback	Tự động	26000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	525000000.0	Swift	Suzuki
6706	SUV / Cross over	Số sàn	180000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2006	230000000.0	Innova	Toyota
23011	SUV / Cross over	Tự động	6000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	900000000.0	CX5	Mazda
18815	Van/Minivan	Tự động	70000	Dầu	7	Đã sử dụng	Nhập khẩu	2017	1435000000.0	Vclass	Mercedes Benz
31602	SUV / Cross over	Số sàn	270000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	230000000.0	Zace	Toyota
11387	SUV / Cross over	Tự động	80000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	642000000.0	Innova	Toyota
8664	SUV / Cross over	Tự động	78000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	405000000.0	CRV	Honda
8035	Hatchback	Tự động	124780	Xăng	5	Đã sử dụng	Nhập khẩu	2008	179000000.0	Morning	Kia
35898	Van/Minivan	Số sàn	60000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	550000000.0	Innova	Toyota
34729	Sedan	Tự động	216000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	330000000.0	Cerato	Kia
22841	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	500000000.0	Cerato	Kia
36403	Sedan	Tự động	78000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	880000000.0	CLAclass	Mercedes Benz
16712	Sedan	Tự động	25000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1399000000.0	Cclass	Mercedes Benz
24427	Sedan	Tự động	8000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1789000000.0	Eclass	Mercedes Benz
26562	Sedan	Số sàn	200000	Xăng	7	Đã sử dụng	Nhập khẩu	2008	155000000.0	Lancer	Mitsubishi
10823	SUV / Cross over	Tự động	80000	Xăng	7	Đã sử dụng	Nhập khẩu	2013	730000000.0	CX9	Mazda
37293	Sedan	Tự động	3000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1350000000.0	Cclass	Mercedes Benz
10149	Truck	Số sàn	300000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2007	78000000.0	Forland	Thaco
